"BUS_STOP_N,C,65","BUS_ROOF_N,C,10","LOC_DESC,C,254"
46071,B06,BLK 137
93019,B12,NEPTUNE CT
46179,B03,BLK 18
54601,B01,TOWNSVILLE PRI SCH
83063,B07,THE BUDDHIST UNION
28251,B13,S'PORE SCIENCE CTR
18071,B06,NUH
28249,B10,JURONG EAST LIB
21231,B13,BLK 203
44611,B02,BLK 516
28291,B21,BLK 303
96039,B08,EXPO HALLS 4/5/6
50031,B05,OPP NOVENA CH
96091,B01,AFT UPP CHANGI RD
44809,B04,BLK 628
28701,B01,AFT OLD TOH TUCK RD
96031,B07,OPP EXPO HALLS 4/5/6
21229,B12,OPP S'PORE AEROSPACE MFG
10471,B01,BEF TANGLIN RD
28669,B08,JURONG EAST WAREHSE
21699,B28,SUMMERDALE
28691,B01,WANG-FU IND PTE LTD
96099,B02,AFT UPP CHANGI RD EAST
28231,B09,JURONG TOWN HALL
21719,B15,OPP BLK 529
10461,B03,AFT MARGARET DR
65141,B02,SOO TECK STN
20259,B02,C'WEALTH SEC SCH
80301,B01,BEF BLK 19
43159,B01,BEF GLENDALE PK CONDO
48079,B09,OPP MANDAI CREMATORIUM
60199,B03,BOON KENG STN / BLK 22
63349,B01,BLK 708
58419,NIL,Blk 482A CP
52371,B07,FIRST TOA PAYOH PR SCH
65689,NIL,AFT NORTHSHORE CRES
22471,B01,BEF JURONG WEST ST 93
65661,NIL,BLK 421C
70031,B11,OPP ALJUNIED PK
65651,NIL,BLK 413C
46419,B12,EVERGREEN PR SCH
01519,B06,THE GATEWAY
21111,B09,AFT JURONG PIER RD
67591,B08,BLK 286B
12131,B01,AFT GROVE AVE
81161,B04,BLK 56
28641,B03,BLK 284
25009,NIL,TUAS TER
23131,B04,MES LOGISTIC HUB
64619,B07,OPP BLK 913
61111,NIL,BLK 107A
40331,NIL,BLK 460D
95139,B10,POLICE PASS OFF
25109,B14,SMC MFG
28539,B10,BLK 538
67599,B07,OPP BLK 293D
64149,B14,LP 137
61119,NIL,BLK 103B
13089,B09,OPP ST. THOMAS WK
23041,B04,OPP JURONG CAMP
11389,B01,BLK 46
96141,B04,BLK 120
33031,B15,AFT JLN BAHTERA
26211,NIL,FRAMO S'PORE PTE LTD
68069,B02,OPP SING CHINA BLDG
54359,B17,BLK 502
25111,B13,AFT TUAS AVE 10
55131,B07,BLK 612
58309,B05,OPP 3M BLDG
96119,B02,ITE COLL EAST ADM BLK
28491,B09,OPP JURONG POLYCLINIC
33011,B19,B19 LIM CHU KANG RD
07111,B03,BROADWAY HOTEL
81111,B02,PAYA LEBAR STN EXIT B
54461,B19,BLK 649
52401,B03,BLK 102
60099,B01,BEF LAVENDER ST
92301,B02,BEF ST. PATRICK'S RD
27101,B14,OPP WESTWOOD SEC SCH
53279,B04,KUO CHUAN PRESBY SCH
27331,B02,WEST GROVE PR SCH
78251,NIL,LIGHTHOUSE
78259,NIL,OPP LIGHTHOUSE
67281,B02,BLK 403A
20039,B19,OPP THE INFINITI
28079,B12,BLK 210
60081,B02,ST. ANDREW'S VILLAGE
15131,B02,KENT RIDGE STN
54269,B16,OPP ANG MO KIO STN
11299,B18,OPP COLD STORAGE JELITA
43641,B04,OPP HOMETEAMNS
65279,B07,BET BLK 187/188
11269,B12,OPP HOLLAND VILLAGE
11261,B11,HOLLAND VILLAGE
21661,B11,YUAN CHING SEC SCH
66471,B02,BEF YIO CHU KANG RD
66479,B01,AFT YIO CHU KANG RD
46051,B39,BEF BKE
58489,B01,WELLINGTON PR SCH
28229,B06,GERMAN CTR
18329,B08,UNIVERSITY HEALTH CTR
45251,B13,OPP KRANJI SEC SCH
93069,B14,AFT SIGLAP RD
44569,B03,BLK 295
76241,B13,BLK 497D
24129,B01,OPP YEOW SAN PTE LTD
25461,B11,AFT TUAS WEST AVE
14271,B04,AL-AMIN MQUE
22059,B02,AFT BUROH ST
78211,B02,BLK 204
46101,B45,W'LANDS CHECKPT
65199,B02,AFT PUNGGOL RD
20029,B17,OPP NEWEST
52231,B01,OPP BLK 177
71159,B03,BLK 3026
99111,B02,CHANGI GOLF CLUB
46671,B03,BEF 888 PLAZA
83031,B03,OPP HONG SAN SI TP
66039,B06,BLK 307
84061,B11,THE TANAMERA CONDO
67441,B04,SENGKANG COMMUNITY HUB
64369,B06,BLK 532
80189,B04,OPP KALLANG SQUASH CTR
22239,B02,BLK 624
55271,B07,AFT LENTOR FLYOVER
28371,B21,BEF JURONG WEST ST 51
27329,B14,BLK 840
67089,B02,BEF FERNVALE LANE
44171,B06,BEF BT BATOK WEST AVE 5
44161,B04,AFT BT BATOK WEST AVE 5
44169,B03,BEF BT BATOK WEST AVE 5
67081,B01,AFT YIO CHU KANG RD
75499,NIL,OPP BLK 614
11449,B02,BLK 37B
57039,B04,SPIRITUAL GRACE PRESBY CH
21159,B04,SIN SOON HUAT
44549,B04,OPP NORTHVALE CONDO
67291,B03,RENJONG STATION EXIT B
67299,B04,RENJONG STN EXIT A
66611,NA,BLK 985A
47659,B02,BLKS 685A
28651,B01,OPP IMM BLDG
47651,B01,BLK 684B
66619,NA,BLK 981B
59819,NIL,BLK 467C
59701,NIL,OPP SAFRA YISHUN
27139,B05,BLK 934
10129,UNK,BLK 121
27429,B02,Blk 711
75491,NIL,BLK 614
59691,NIL,BEF BLK 935
14351,B02,AFT BLK 48
75488,NIL,OPP BLK 609D
46961,NIL,BLK 547
75481,NIL,BLK 609D
46669,B02,W'LANDS PR SCH
65061,B13,BLK 298A
58341,B10,BLK 405
44601,B01,BLK 413
28169,B12,AFT HONG KAH FLYOVER
51091,B04,OPP CATHOLIC JC
91059,B12,KATONG PK TWRS
84261,B04,ST. ANTHONY'S CANO SCH
16109,NIL,THE ALPHA
56031,B23,BEF YIO CHU KANG RD
46351,B03,WOODHAVEN
46469,B05,BLK 759
25151,B09,MERCEDES-BENZ LOGISTICS
57089,B14,BLK 713
66391,B02,LOR CHUAN STN EXIT A
92261,B05,OPP PLAYGROUND@BIG SPLASH
52451,B01,BLK 114
82231,B11,OPP CITY PLAZA
66059,B03,BLK 257A
66529,B03,BLK 538
48119,B04,BEF MANDAI RD
27341,B04,BLK 729
13049,B05,BEF ROCHALIE DR
51019,B12,THOMSON FLYOVER
27121,B12,BEF NANYANG AVE
96261,B01,BLK 233
11189,B02,BLK 43
92099,B18,ONE AMBER
18029,B02,TEMPCO MFG
43589,B06,OPP BLK 347
55261,B05,BULLION PK
28241,B11,OPP JURONG EAST LIB
84091,NIL,BLK 204
76469,B01,EAST SPRING SEC SCH
15059,B19,OPP ALEXANDRA PT
22499,NIL,OPP BLK 662C
77081,B03A,AFT PASIR RIS DR 3
11039,B04,BLK 19
85029,B04,AFT BEDOK METH CH
93049,B18,LAGOON VIEW
67571,NIL,AFT LOR TANGGAM
62159,B01,OPP RINDU TERR
31061,B39,OPP LIM CHU KANG CAMP II
60029,B04,BLK 16
59191,B03,OPP NORTHLAND SEC SCH
98209,B03,ENCOMPASS DIGITAL MEDIA
80269,B01,BEF SIMS AVE
28109,B04,SMRT ULU PANDAN DEPOT
80319,B04,GEYLANG WEST CC
80291,B03,BLK 82
80309,B02,AFT GEYLANG WEST CC
80089,B08,BEF LOR 18 GEYLANG
80311,B03,BLK 3B
80299,B04,OPP BLK 82
80289,INT,SIMS PL TER
81089,B04,ALJUNIED STN
81081,B03,OPP ALJUNIED STN
01339,B04,BEF CRAWFORD BRIDGE
07371,B01,AFT KALLANG RD
80171,B04,CP F
80179,B04,OPP CP F
91099,B09,BEF WILKINSON RD
91081,B02,FORT GDNS
91089,B01,OPP FORT GDNS
03339,B05,AFT MARINA GDNS DR
03331,B05,BEF MARINA GDNS DR
67379,B02,OPP BLK 313 CP
67371,B01,BLK 313
21089,B01,BEF JLN BUROH
75269,B01,OPP BLKS 710/713
71051,B04,AFT KIM CHUAN RD
59021,B13,BEF YISHUN AVE 1
59072,B12,YISHUN STN EXIT E
66609,NIL,OPP BLK 991A
64321,B08,BLK 350
76209,B06,BLK 233
81141,B08,VERSAILLES CONDO
25249,B46,AFT TUAS WEST RD
66601,NIL,BLK 991A
25229,B42,CROWN BEVERAGE CANS S'PORE
75479,B03,BLK 619A
65069,B14,BLK 190C
77071,B03,BLK 633
45389,B03,BLK 619
77141,B03,BLK 519
66029,B08,ST GABRIEL'S PR SCH
75471,B04,BLK 602B
21389,B02,OPP ST. JOSEPH'S HOME
55079,B39,AFT ECON MEDICARE CTR
55059,B41,ST ELECTRONICS
92249,B01,OPP AMBER GDNS
07331,B01,AFT KING GEORGE'S AVE
21671,B01,BLK 331
92241,B02,AMBER GDNS
55071,B40,BEF ECON MEDICARE CTR
92271,B02,OPP D' ECOSIA
70149,B12,MACPHERSON GREEN CONDO
59039,B02,YISHUN SPORTS HALL
58499,NIL,BLK 506A
64389,B05,BLK 522
76111,B06,BLK 945
12151,B01,BEF MOONBEAM TERR
99181,B01,BEF S'PORE AVIATION AC
16121,B05,GALEN
53309,B02,OPP RAFFLES INSTN
53121,B06,MARYMOUNT STN
14131,B05,CARIBBEAN AT KEPPEL BAY
46641,B04,BLK 894C
45231,B09,BLK 432
34029,B08,BEF LIM CHU KANG LANE 5
59281,B05,BLK 654
25129,B10,AFT TUAS AVE 6
18181,B06,OPP TANGLIN TRUST SCH
54329,B04,BLK 420
59551,B04,BLK 722
43161,B01,BLK 272
63329,B05,OPP BLK 627
49199,B09,KRANJI RESERVOIR PK B
20291,B13,TANGLIN SEC SCH
53301,B01,RAFFLES INSTN
43751,B14,OPP BLK 443D
92309,B01,EAST COAST APTS
77061,B01,RIS GRANDEUR
46781,B01,BEF ADMIRALTY PR SCH
24159,B08,AFT JOO KOON RD
25331,B03,CHUGOKU MARINE PAINTS
58301,B06,3M BLDG
28299,B20,BLK 253
46141,B04,BLK 32
28679,B06,HITACHI ELEVATOR BLDG
60161,B15,ST. MICHAEL'S PL
91111,B01,CP B1
92121,NIL,OPP THE HOLY FAMILY CH
53351,B08,AI TONG SCH
26221,NIL,OPP YLS STEEL
80109,B02,OPP KALLANG STN / BLK 2C
43411,B01,OPP BLK 628
54061,B15,BLK 244
65201,NIL,OPP BLK 201A
63209,B12,TOHO GREEN
63159,B02,HIGHLAND CTR
83151,B07,PARKWAY EAST HOSP
81209,B06,GEYLANG METH PR SCH
81109,B05,OPP CISCO CTR
47511,B03,BLK 554
10201,B15,OPP REDHILL STN
53371,B05,BLK 257
55149,B10,BLK 622
05631,B01,BLK 16
22461,B07,OPP BLK 653B
22391,B09,Bef Jln Buroh
63281,B01,BLK 105 MKT/FC
30089,B01,AFT HAI INN SEE TP
46761,B04,BLK 706
66181,B01,AFT CHARTWELL DR
54219,B24,OPP MAYFLOWER SEC SCH
10299,B10,AFT DAWSON RD
10229,B04,OPP HARVEST MANSIONS
53209,B04,AFT NEA REG OFF
25449,B08,AFT PIONEER RD
54579,B12,BLK 540
16131,B25,OPP KENT RIDGE TER
54349,B10,BLK 504
90069,B13,OPP DUNMAN HIGH SCH
45359,B04,BLK 790
57021,B01,FOREST HILLS CONDO
44059,B04,BLK 632 CP
43409,B01,OPP BLK 127
14389,B01,OPP BLK 109
51081,B02,OPP MARYMOUNT CON SCH
55029,B47,SEASONS PK
92141,B07,NAFA ARTS KINDERGARTEN
50019,B01,PARISH OF CHRIST CH
08058,B02,AFT DHOBY GHAUT STN
70131,B09,BEF DAVIDSON RD
96249,B02,BUILDERS CTR
11181,B01,OPP BLK 43
44411,B03,BLK 108
67171,B05,BLK 225A
59321,B28,BLK 794
65109,B22,BEF PUNGGOL DR
70251,B07,MACPHERSON STN EXIT C
76189,B01,OPP BLK 216
64341,B09,BEF BLK 683
18321,B07,OPP UNIVERSITY HEALTH CTR
44461,B08,BLK 352
66171,B01,BEF COOLING CL
12029,B20,OPP MOONBEAM WALK
47061,B18,AFT ATTAP VALLEY RD
01559,B03,LANDMARK VILLAGE HOTEL
60119,B03,OPP BOON KENG STN
28271,B17,OPP BLK 114
21499,B05,BEF JLN TUKANG
49189,B01,AFT KRANJI RD
53239,B03,Opp Bishan Stn
28611,B01,OPP BLK 461
54369,B01,OPP BLK 4025
13071,B12,RIVA LODGE
84059,B10,BLK 65
20089,B03,OPP CARRIER S'PORE
11239,B10,FAIRLODGE
10149,B04,BLK 1
01109,TMNL,QUEEN ST TER
58149,B07,OPP SEMBAWANG SHIPYARD G 8
81181,B03,DAKOTA STN EXIT A / BLK 99
77191,B13,BLK 500A
11289,B16,OPP TAN BOON CHONG AVE
23071,B10,OPP SAFTI MILITARY INST
44529,B02,BLK 410
41079,B22,NATL JC
68149,B12,ST AEROSPACE
44249,B05,BLK 174
53299,B02,BLK 314
59631,NIL,OPP BLK 445
78049,NIL,BLK 612
18309,B04,BLK S17
59579,B03A,BLK 456
28309,B06A,INTL BUSINESS PK
65099,B20,BLK 604A
43051,B13,OPP THE RAIL MALL
28321,B01,BLK 239
78261,NIL,OPP RIPPLE BAY
66509,NIL,BLK 546
47621,B13,AFT GAMBAS AVE
20271,B05,OPP GERMAN CTR
65149,B01,SOO TECK STN
78099,NIL,AFT LOYANG GDNS
20021,B18,NEWEST
28301,B01,BLK 131
66231,B03,BEF HUDDINGTON AVE
59073,B10,OPP YISHUN STN
53291,B01,SHUNFU MART
66599,NIL,KLA TENCOR
24539,B03,DUNDEE MARINE
46441,B02,BLK 816
64391,B04,BLK 831
10389,B01,BLK 48
28061,B09,J GATEWAY
